image,fly_duration,bearing,mapbox_layer_id,coordinates,description,zoom,pdf_url,title,extended_content,background_image,card_style,video_url,location,chapter_id,pitch,order,video_thumbnail_url,id,created_date,updated_date,created_by_id,created_by,is_sample
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/0f2330b84_lunch-2.jpg","8","-9","","[0.1115,34.4608]","A pair of hands reaches out to bridge the gap between age and youth, offering a splash of citrus color against the earthy tones of a school lunch.","12","","The Geometry of Giving","There is a quiet choreography in this exchange. The woman, practiced and steady, offers the halved lemon with a grace that suggests this is more than just nutrition—it is an act of care. The boy’s bowl of maize and beans, the staple of the school day, waits to be brightened. Notice the dirt on the hands, the texture of the fruit, and the way the camera dips low to witness this transaction. It isn't a performance for the lens; it's a small, vital moment of sustenance where the photographer has found a silent rhythm between the provider and the provided. This image captures a documentary truth about the communal effort required to feed a future.","","default","","Sauri Millennium School, Kenya","69a02953161365a2df8b59cd","46","0","","69a02954c2b031d19fe73d76","2026-02-26T11:07:00.642000","2026-02-26T11:15:28.142000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/eaaed48d9_Plouer-17.jpeg","","","","[48.56811944444445,-2.014047222222222]","From the dirt track, I saw the field meeting the masts of the sailboats. It’s a strange sight—the hard work of the soil right next to the expensive leisure of the water. They occupy the same horizon but feel worlds apart. The way the path leads the eye suggests we are just visitors here, passing between two different economies.","12","","Two Ways of Using the Land","Our eyes are drawn to the masts because they represent travel and freedom, but the foreground is dominated by the harvested field. This is a landscape of labor and property. We’re taught to see the 'coastline' as a place for escape, but here it's also a place of storage and maintenance. Who owns the boats, and who works the land? The camera’s distance makes it all look peaceful, but there's a clear hierarchy of space here. The path on the left guides our eye, but it doesn't quite bridge the gap between the mud of the field and the white hulls of the yachts. By placing the horizon in the upper third, I'm emphasizing the land we stand on, reminding us that the 'view' is built on top of physical work and ownership that often goes unremarked.","","default","","Fields near the Rance, Plouër-sur-Rance","699f5f99fc25b897befb1faa","","4","","699f5f9d3020c061e2cbb347","2026-02-25T20:46:21.038000","2026-02-26T05:15:44.035000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/b58fbb189_Plouer-16.jpeg","","","","[48.568775,-2.0095694444444443]","I found these boats left to rot on the shore. Usually, we see shipwrecks as romantic or sad, but the bright graffiti changes everything. It’s a modern hand reaching out and claiming something that was supposedly finished. The camera looks straight at them, forced to acknowledge the paint as much as the decay.","12","","Not Just Rust and Wood","Why do we find beauty in things that no longer work? We’re conditioned to see the 'pathos' in a sinking hull. But look at the graffiti. It’s a loud, colorful intervention that breaks the silence of the landscape. It forces us to ask who this space belongs to now. Is it the former sailors, the tourists who take photos, or the artist who used the wood as a canvas? By including the graffiti in the center of the frame, I’m choosing to show that this isn't a pristine natural scene—it’s a place where different eras and intentions are colliding. The boat on the left is a skeleton, while the one on the right has been given a second, albeit controversial, life. It challenges the idea that nature should always be 'untouched' to be worth looking at.","","default","","Banks of the Rance, Plouër-sur-Rance","699f5f99fc25b897befb1faa","","3","","699f5f9c83a0f0f894d9adb3","2026-02-25T20:46:20.230000","2026-02-26T05:15:43.605000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/2df6e60a2_Plouer-15.jpeg","","","","[48.56504444444444,-2.0128472222222222]","This chapel sits right on the edge of the road, almost like it’s keeping watch. I wonder how many people drive past without looking, and how many look because they think they’re supposed to find it spiritual or historical. The wide angle makes it feel small against the trees, an object to be viewed from the safety of the pavement.","12","","A Quiet Authority","The stone wall creates a clear boundary between the public road and the sacred ground. We see a 'picturesque' chapel, but this structure once held immense social power over the people who walked these paths. By framing it this way, I’m participating in a tradition of seeing old architecture as a relic of the past rather than a living part of the landscape. Is it still a place of prayer, or has it become just another stop on a tourist map? The fence and the closed door suggest a quiet possession—something preserved but no longer fully open to the world. We are taught to respect this silence, but what stories of the community are locked behind that wood? The choice to exclude people from the frame makes it look eternal, but it also makes it look lonely.","","default","","Chapelle de la Souhaitier, Plouër-sur-Rance","699f5f99fc25b897befb1faa","","2","","699f5f9bee3855b5fafe62e5","2026-02-25T20:46:19.372000","2026-02-26T05:15:43.193000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/e414bbd51_Plouer-14.jpeg","","","","[48.55305555555555,-2.008166666666667]","I stood at this crossroads and noticed how much the signs want to tell me where to go. It’s a stone building that’s been a bar and a home for a long time, but right now, it feels like it’s just waiting for the next car to pass through. The camera is at my eye level, the view of anyone just passing by.","12","","Where the Roads Meet","We’re taught to see these old stone buildings as 'charming' or 'timeless,' a staple of the French countryside. But look at the clutter of modern life—the plastic bins, the bright blue window frames, the lottery signs. This isn't a postcard; it's a functional space. Who owns this corner? The signs suggest the state and the town, but the building itself seems to belong to its own history. Does the person who lives behind those white doors feel the same 'charm' we see as outsiders, or do they just see a noisy intersection? By framing the intersection, I’m including the infrastructure that makes this place accessible but also mundane. It’s a reminder that even the most 'authentic' village is shaped by the needs of the people currently living in it, not just the eyes of the people visiting it.","","default","","Le Bourg, Plouër-sur-Rance","699f5f99fc25b897befb1faa","","1","","699f5f9a3210b21cfac6b4b4","2026-02-25T20:46:18.665000","2026-02-26T05:15:42.792000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/c364db9e3_Plouer-9.jpeg","","","","[48.56250277777777,-2.0369944444444443]","<p>A long pile of manure sits on the vibrant green grass. This is the unglamorous smell of the landscape.</p>","12","","The Raw Material","<p>Photography usually strips away the senses of smell and touch, leaving only the visual. We want the 'pure' green field, but we often reject the waste that makes it grow. This pile is the honest reality of the land’s fertility. By including it in the frame, I am breaking the convention of the 'beautiful' landscape to show you the cycle of growth, decay, and labor. It is a reminder that the land is not a picture; it is a living, smelling body.</p>","","default","","Field Edge, Plouër","699f5f99fc25b897befb1faa","","0","","699f5f99d1b51762449c9b29","2026-02-25T20:46:17.756000","2026-02-26T05:15:42.377000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/1b481ede2_Plouer-8.jpeg","","","","[48.56959444444445,-2.0403166666666666]","A small concrete pillar marks a moment in 1944. History sits quietly by the drainage ditch.","12","","Marking the Map","This is a 'Liberation' marker. It’s an attempt to fix a memory to a specific coordinate on the map. But the brambles are already starting to swallow it. We use these objects to teach ourselves how to feel about a place—to see 'heroism' where there is now just grass and quiet. What other stories happened in this field that didn't get a stone monument? The arrow points us somewhere else, as if history is always just around the corner.","","default","","Route de la Libération","699f5f8f0ad1956982013539","","11","","699f5f98ee9eda4760f2f6be","2026-02-25T20:46:16.916000","2026-02-26T05:15:41.973000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/f694d49ad_Plouer-7.jpeg","","","","[48.57451666666667,-2.037808333333333]","A vast green expanse under a heavy sky. We call it 'empty,' but it is full of intention and ownership.","12","","The Empty Field","To the owner, this is a crop, an investment, a future harvest. To the viewer, it’s a 'view' or a 'landscape.' The power lines cutting across the sky remind us that this space is integrated into a larger grid of energy and consumption. Nothing here is accidental. How does our sense of scale change when there is no human figure to measure ourselves against? The horizontal lines suggest a peace that is actually a result of intense management.","","default","","Plouër Countryside","699f5f8f0ad1956982013539","","10","","699f5f984a084ea9f8341b8a","2026-02-25T20:46:16.208000","2026-02-26T05:15:41.542000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/6b60f6afa_Plouer-6.jpeg","","","","[48.57448333333333,-2.0378333333333334]","<p>A piece of machinery sits waiting. Its sharp lines and vibrant red contrast with the soft grass and the grey sky.</p>","12","","The Red Teeth","<p>This machine is designed to open the earth. It looks aggressive, almost skeletal. In the tradition of landscape art, we often hide the tools of production to make the scenery look 'natural' and untouched. But this red metal is the reason the fields look the way they do. It is the architect of the horizon we admire. Seeing the machine is seeing the labor that creates the landscape.</p>","","default","","Farm near Plouër","699f5f8f0ad1956982013539","","9","","699f5f97f31ffdf2e5a74daa","2026-02-25T20:46:15.523000","2026-02-26T05:15:41.138000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/7941fe0db_Plouer-5.jpeg","","","","[48.576705555555556,-2.0345555555555555]","<p>Pallets stacked like a temporary monument in the middle of a field. Nature serves the supply chain.</p>","12","","Industrial Geometry","<p>This isn't the 'nature' we see in travel brochures. These wooden grids are the language of logistics. They remind us that the land is a factory for production, not just a place for walks. By placing them in the center of the frame, I am forcing a confrontation between our romantic ideas of the countryside and the industrial reality of modern farming. The stacks mimic the shape of buildings, a ghost city made of transport equipment.</p>","","default","","Near Plouër-sur-Rance","699f5f8f0ad1956982013539","","8","","699f5f96e4f85d0c68a1fb6e","2026-02-25T20:46:14.647000","2026-02-26T05:15:40.723000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/ae6f1b801_Plouer-4.jpeg","","","","[48.57814722222223,-2.0253444444444444]","A stone cross stands beneath sagging power lines. Two different ways of connecting the world.","12","","The Old and the New","The cross marks a territory of faith, a fixed point in the earth that has likely stood for centuries. The wires overhead represent a different kind of network—invisible, fast, and modern. They both claim the sky in their own way. We are taught to see the wires as 'clutter' that ruins the photo, but they are as much a part of the landscape’s truth as the ancient stone. Which one provides more meaning to the people living here today?","","default","","La Peyronnais","699f5f8f0ad1956982013539","","7","","699f5f954e602b76a73cd0e3","2026-02-25T20:46:13.946000","2026-02-26T05:15:40.318000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/e061d6ee8_Plouer-3.jpeg","","","","[48.57812222222223,-2.025375]","Two horses at a feeder. They aren't looking at me; they are busy with the reality of their survival.","12","","The Fence","The barbed wire in the foreground is a sharp reminder of possession. These animals are part of the landscape’s economy. We often romanticize horses as symbols of freedom, but here they are confined, standing in the mud under a corrugated roof. My presence as an observer doesn't change their day, but the fence ensures that our worlds remain separate. Who owns the view, and who is merely a subject within it?","","default","","La Ville-ès-Nonais","699f5f8f0ad1956982013539","","6","","699f5f953a1c114cade79979","2026-02-25T20:46:13.191000","2026-02-26T05:15:39.907000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/715dc3069_Plouer-2.jpeg","","","","[48.57825555555556,-2.021419444444444]","The road is a clean line, but the mossy bank is a riot of texture. We are taught to stay on the path.","12","","The Boundary","This is a classic perspective—the road leading the eye forward. It’s a view designed for speed and efficiency. But if you stop, you see the moss and the ferns growing in the damp shade of the embankment. The road is our intervention, a way to move through the world without touching it. What happens to our understanding of 'nature' when we only see it as a blur beyond the asphalt? This strip of moss is the thin line between our managed world and the wild.","","default","","Near Pleudihen-sur-Rance","699f5f8f0ad1956982013539","","5","","699f5f9483f762a9da5b70f7","2026-02-25T20:46:12.449000","2026-02-26T05:15:39.468000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/713529fc8_Plouer-13.jpeg","4","0","","[48.52801754558729,-2.0030133212027863]","<p>The church on the left, the town hall on the right. The architecture tells us exactly where the power lies.</p>","13.7","","The Center of Things","<p>This is the village square, a stage where public life is performed. Notice how the cars occupy the space once meant for people. The stone buildings suggest a permanence that hides <strong>the shifting politics of the town.</strong> When we look at this, are we seeing a community, or are we just seeing the infrastructure of authority? The woman walking alone in the frame highlights the scale of these institutions compared to the individual who lives within their shadow.</p>","","default","","Plouër-sur-Rance","699f5f8f0ad1956982013539","0","4","","699f5f93fde257a178185e3e","2026-02-25T20:46:11.712000","2026-02-26T10:55:41.072000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/6c035c3aa_Plouer-12.jpeg","8","-14","","[48.549397330633894,-2.012213022790206]","A shell of a building sits by the road. Nature is reclaiming the walls we once built to keep it out.","17.1","","What Remains","Why do we find ruins so compelling? Is it because they remind us of our own mortality, or because they feel 'authentic' compared to modern sprawl? This structure is no longer a shelter; it has become a sculpture. By looking at it from the safety of the road, I am turning someone’s loss into my own aesthetic experience. The fence and the road sign remind us that even decay is managed and bordered by our current infrastructure.","","default","","Les Champs-Géraux","699f5f8f0ad1956982013539","44","3","","699f5f92567165ecb5dae06a","2026-02-25T20:46:10.945000","2026-02-26T10:33:16.968000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/974ae5691_Plouer-11.jpeg","8","-7","","[48.554599031735734,-2.0381281425731004]","Modern plastic and old stone meet here. One is being used to fix the other, or perhaps to replace it entirely.","12.7","","The Blue Machine","We tend to crop out construction materials when we want a 'timeless' photo. But here, the bright blue cement mixer and the raw timber are the reality of the present. They represent labor and change. Who is doing the work here, and for whom? The stone persists, but the way we inhabit it is constantly being negotiated by the tools we bring to it. The presence of the blue machine breaks the illusion of a preserved past, reminding us that heritage is a work in progress.","","default","","Saint-Hélen","699f5f8f0ad1956982013539","46","2","","699f5f92536bdf2e53b3080b","2026-02-25T20:46:10.184000","2026-02-26T10:55:01.592000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
"https://base44.app/api/apps/693030a5e25aa73dea8d72c2/files/public/693030a5e25aa73dea8d72c2/2ede7223e_Plouer-10.jpeg","8","31","","[48.55720998717254,-2.023508446394459]","From across the field, the house looks like a painting. Is it a home, or just an object for me to consume?","13.7","","The Distance of the Picturesque","The fence line in the foreground creates a barrier, turning the residence into a 'view.' In the language of oil painting, this is the picturesque. I am standing in a position of leisure, looking at someone else’s property. Do we value this building for its history, or simply because it fits our learned idea of what a rural French landscape should look like? The grey sky flattens the depth, making the stone walls look almost like a backdrop rather than a place where life happens.","","default","","La Hisse","699f5f8f0ad1956982013539","31","1","","699f5f914cef084908d1698a","2026-02-25T20:46:09.252000","2026-02-26T10:53:44.668000","service_cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e","service+cc74bcb9-2e9c-4a79-9ff0-800b76bd8f8e@no-reply.base44.com","false"
